"FileName","GroupSize","LineCount","Kinds","Paths"
"AncillaryCostsForm.tsx","12","1","Other","src\components\financials\AncillaryCostsForm.tsx | src\components\financials\CostSummaryDisplay.tsx | src\components\planner\PlannerCanvas.tsx | src\components\roomWizard\outputs\OutputConfigCard.tsx | src\components\roomWizard\StepDisplay.tsx | src\components\roomWizard\StepMultiMonitor.tsx | src\components\roomWizard\StepSources.tsx | src\components\roomWizard\videoWall\StepSummary.tsx | src\components\roomWizard\videoWall\StepTechnology.tsx | src\components\roomWizard\VideoWallWizardModal.tsx | src\components\templateBrowser\DefaultThemeBrowser.tsx | src\data\themes.ts"
