sku,lifecycle_status,business_status,do_not_spec,successor,reason,evidence_source,last_reviewed,reviewer
AMP-2120,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
AMP-2120-DNT,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
AMP-260-DNT,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-100-UC,discontinued,discontinued,true,,Product is explicitly marked discontinued/EOL in source evidence or the suppression list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-200-UC,discontinued,discontinued,true,,Product is explicitly marked discontinued/EOL in source evidence or the suppression list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-210-UC,active,active,false,,"Corrected: user confirmed APO-210-UC is a separate, still-current Apollo product (not superseded by APO-VX20-UC-V2 — the earlier 2026-07-04 correction marking it discontinued was wrong and has been reverted).",WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-04,Wingman lifecycle correction (reverted)
APO-COM-MIC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-DG-DOCK,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-DG-HDMI,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-DG1,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-DG2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-DG2-PRO,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-MIC-EXT,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-SKY-MIC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-VX20-MNT,active,active,false,,Active mount accessory for APO-VX20 video bar per WyreStorm product team clarification (2026-08-30),WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
APO-VX20-UC,review,review,false,,"Reverted: intentionally left as a non-definitive placeholder so getWyreStormSkuBusinessStatus falls through to the active canonical alias (APO-VX20-UC-V2); the curated WYRESTORM_SUPERSESSIONS entry is what flags this SKU as superseded, not the lifecycle status.",WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-04,Wingman lifecycle correction (reverted)
APO-VX20-UC-V2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-DAOC-10-C,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-DAOC-10-P,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-10,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-15,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-15-C,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-15-P,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-2,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-20,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-20-C,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-20-P,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-30-C,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-30-P,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-4,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-6,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-8,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-FRL-10,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-FRL-15,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-HAOC-FRL-XX,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
CAB-HAOC-XX,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
CAB-HAOC-XX-C,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
CAB-HAOC-XX-P,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
CAB-IR-LINK,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-UAOC-15,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-UAOC-15-C,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-UAOC-15-P,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-UAOC-USBC-10,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-USBC-15,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-USBC-5M,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAB-USBC-XM,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-0402-BRG,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-0402-NDI-BRG,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-200-PTZ,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-210-NDI-PTZ,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-210-PTZ,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CAM-420-PTZ,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
COM-MIC-HUB,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CON-H2-DD-EARC,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CON-H2-EDID,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
CON-H2-SCL,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-100-G2,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
EX-100-H2,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-100-H2-EARC,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
EX-100-IW-USBC,active,active,false,,Reviewed and confirmed current: live official wyrestorm.com product page verified via independent web research. Matches the existing manual keep decision in data/wyrestorm-lifecycle-manual-decisions.json.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
EX-100-KVM,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-100-KVM-8K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-100-KVM-IP,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-100-USB3,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-35-8K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-35-G2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-35-H2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-35-H2-ARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-40-G3,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-40-H2-ARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-40-KVM-5K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-60-USB2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-60D-KVM,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-70-G2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-70-H2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-70-H2C,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-70-H2X,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX-80-KVM,discontinued,discontinued,true,,Product is explicitly marked discontinued/EOL in source evidence or the suppression list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EX3-100-EARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXA-100-EARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXF-10KM-5K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXF-300-H2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-05,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-10,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-20,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-30,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-50,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-4KUHD-X,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-8KUHD-05,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-8KUHD-X,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CAB-USBC-1M,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CAB-USBC-2M,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CAB-USBC-5M,active,cable,false,,Listed in the current WyreStorm cable/accessory business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CON-AUD-H2,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CON-DAC,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CON-DAC-D,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
EXP-CON-H2-DD,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
