sku,lifecycle_status,business_status,do_not_spec,successor,reason,evidence_source,last_reviewed,reviewer
NHD-RACK4-BLK,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
NHD-TOUCH,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
NHD-TOUCHPLUS,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
NHD-USB-TRX,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
OFFICE-KIT,do-not-spec,do-not-spec,true,,Synced from the existing doNotUse decision in data/wyrestorm-lifecycle-manual-decisions.json: blocked from governed story references and customer-facing recommendation copy.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
PSU-12V-3A,do-not-spec,do-not-spec,true,,Synced from the existing doNotUse decision in data/wyrestorm-lifecycle-manual-decisions.json: blocked from governed story references and customer-facing recommendation copy.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
RX-35-POH,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX-500,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX-70-4K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX-70-4K-ARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX-70-4K-SCL,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX-700,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RX3-100,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXF-300-4K,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-35-4K,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-35-SCL,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-70-4K,discontinued,discontinued,true,,Product is explicitly marked discontinued/EOL in source evidence or the suppression list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-70-4K-ARC,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-70-4K-G2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
RXV-70-G2-SCL,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SP-0102-H2,discontinued,discontinued,true,,Product is explicitly marked discontinued/EOL in source evidence or the suppression list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SP-0104-H2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SP-0108-SCL,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SP-618,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SR-10G-MM-SFPP,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SR-1G-MM-SFP,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-0204-VW,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-0206-VW,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-0401-H2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-0X01-8K,review,review,false,,Source-hygiene review 2026-06-28: range page - not an exact saleable lead-story SKU. Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-120-TX3,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-120-TX3-UK,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-120-TX3-US,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-130-TX,review,review,false,,"Family/range reference, not an individually orderable SKU - real products are the regional variants SW-130-TX-US / SW-130-TX-UK. Left as review (not active) so it is never surfaced as a directly quotable SKU. Content pollution (record previously carried RX-500 receiver + unrelated camera facts) corrected 2026-07-12.",WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
SW-130-TX-UK,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-130-TX-US,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-220-TX-W,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-510-TX,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-515-RX,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-540-TX-W,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-620-TX-W,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SW-640L-TX-W,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SWX-100-HDBT3,do-not-spec,do-not-spec,true,,Synced from the existing doNotUse decision in data/wyrestorm-lifecycle-manual-decisions.json: blocked from governed story references and customer-facing recommendation copy.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
SWX-100-IW-UK,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SWX-100-IW-US,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SWX-100-IW-UX,do-not-spec,do-not-spec,true,,Synced from the existing doNotUse decision in data/wyrestorm-lifecycle-manual-decisions.json: blocked from governed story references and customer-facing recommendation copy.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-07-12,Claude research pass (verified against live wyrestorm.com pages/search)
SYN-CTL-HUB,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-KEY10,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-KIT-130-EU,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-KIT-130-US,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-KIT-510-EU,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-KIT-510-US,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-TOUCH10,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
SYN-TOUCH10-V2,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TS-280-EU,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TS-280-US,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-35-IW,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-35-IW-KVM,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-35-IWC-KVM,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-70-4K,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-H2X-ADZ,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-H2X-HDBT,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-H2X-HDMI,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-H2X-OM3,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-H2X-VLC,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-SCL-HDBT,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
TX-SCL-HDMI,discontinued,discontinued,true,,Listed in the current WyreStorm discontinued business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
USB-HUB4,active,active,false,,Listed in the current WyreStorm active-SKU business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
WYRERING,do-not-spec,do-not-spec,true,,Listed in the current WyreStorm do-not-spec business list.,WyreStorm Active SKU 2026.txt; WyreStorm Discon Products 2026.txt; Wyrestorm Do Not Spec List 2026.txt; Wyrestorm Cables 2026.txt,2026-06-28,Wingman lifecycle-list import
