"Path","Extension","Lines","KB"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\extract-text-hygiene-manual-review.mjs",".mjs","69","1.84"
".wingman-work\backups\20260811-125346\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx",".tsx","69","2.19"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\__tests__\compareCandidateProductFamilyReason.test.tsx",".tsx","69","2.1"
".wingman-work\backups\20260811-125821\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx",".tsx","69","2.19"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\wirelessCastingRecommendationRules.test.ts",".ts","69","2.39"
"archive\_wingman_backup_compare_sku_auto_run_20260615-131718\src\main.tsx",".tsx","69","2.79"
".wingman-work\backups\20260811-125215\src\wingman2\components\PageHero.tsx",".tsx","68","1.95"
".wingman-work\backups\20260811-125346\src\wingman2\lib\governedCompareRuntime.ts",".ts","68","1.78"
".wingman-work\backups\20260811-125821\src\wingman2\lib\governedCompareRuntime.ts",".ts","68","1.78"
".wingman-work\backups\20260811-125821\src\wingman2\components\PageHero.tsx",".tsx","68","1.95"
"src\wingman2\components\PageHero.tsx",".tsx","68","1.95"
".wingman-work\backups\20260811-125215\src\wingman2\lib\governedCompareRuntime.ts",".ts","68","1.78"
"src\wingman2\lib\governedCompareRuntime.ts",".ts","68","1.78"
"archive\_backup_compare_runtime_product_normalise_20260613-181907\competitorCompareBehaviour.test.ts",".ts","68","3.84"
".wingman-work\backups\20260811-125346\src\wingman2\components\PageHero.tsx",".tsx","68","1.95"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\RecommendationCard.tsx",".tsx","67","1.86"
".wingman-work\backups\20260811-125821\src\wingman2\lib\requirementsParser.ts",".ts","67","2.98"
".wingman-work\backups\20260811-125346\src\wingman2\lib\requirementsParser.ts",".ts","67","2.98"
"src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.36"
"src\__tests__\productPitchActiveCatalogue.test.ts",".ts","67","2.69"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\schemas\architect.schema.mjs",".mjs","67","2.05"
"src\__tests__\dataManager.test.tsx",".tsx","67","4.59"
".wingman-work\backups\20260811-125215\src\wingman2\lib\requirementsParser.ts",".ts","67","2.98"
".wingman-work\backups\20260811-125821\src\__tests__\productPitchActiveCatalogue.test.ts",".ts","67","2.69"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.33"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.33"
".wingman-work\backups\20260811-125346\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.36"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.33"
"archive\_wingman_backup_compare_invalid_sku_guard_20260615-131124\src\main.tsx",".tsx","67","2.67"
".wingman-work\backups\20260811-125215\src\__tests__\productPitchActiveCatalogue.test.ts",".ts","67","2.69"
".wingman-work\backups\20260811-125346\src\__tests__\productPitchActiveCatalogue.test.ts",".ts","67","2.69"
".wingman-work\backups\20260811-125215\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.36"
"archive\_wingman_backup_compare_match_detection_fix_20260615-125107\src\main.tsx",".tsx","67","2.67"
"src\wingman2\lib\requirementsParser.ts",".ts","67","2.98"
".wingman-work\backups\20260811-125821\src\__tests__\sharedProductSelectorConsistency.test.tsx",".tsx","67","2.36"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\check-duplicate-jsx-classnames.mjs",".mjs","66","2"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioTypes.ts",".ts","66","1.33"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioTypes.ts",".ts","66","1.33"
"src\wingman2\lib\visualStudioTypes.ts",".ts","66","1.33"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\check-duplicate-jsx-classnames.mjs",".mjs","66","2"
".wingman-work\backups\20260811-125346\src\__tests__\dataManager.test.tsx",".tsx","66","4.49"
".wingman-work\backups\20260811-125215\src\__tests__\dataManager.test.tsx",".tsx","66","4.49"
".wingman-work\backups\20260811-125821\src\__tests__\dataManager.test.tsx",".tsx","66","4.49"
".wingman-work\backups\20260811-125821\src\lib\middleware.ts",".ts","66","2.32"
".wingman-work\backups\20260811-125346\src\lib\middleware.ts",".ts","66","2.32"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\check-duplicate-jsx-classnames.mjs",".mjs","66","2"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioTypes.ts",".ts","66","1.33"
"src\lib\middleware.ts",".ts","66","2.32"
"tools\check-duplicate-jsx-classnames.mjs",".mjs","66","2.01"
".wingman-work\backups\20260811-125215\src\lib\middleware.ts",".ts","66","2.32"
".wingman-work\backups\20260811-125215\src\__tests__\ErrorBoundary.test.tsx",".tsx","65","2.45"
".wingman-work\backups\20260811-125821\src\__tests__\ErrorBoundary.test.tsx",".tsx","65","2.45"
".wingman-work\backups\20260811-125346\src\__tests__\ErrorBoundary.test.tsx",".tsx","65","2.45"
"src\__tests__\ErrorBoundary.test.tsx",".tsx","65","2.45"
"archive\_wingman_backup_compare_match_presentation_20260615-124852\src\main.tsx",".tsx","65","2.54"
"tools\check-wingman-runtime-wiring.mjs",".mjs","64","4.21"
".claude\worktrees\lucid-curran-46f171\.claude\settings.local.json",".json","64","4.63"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\WingmanWorkspacePage.tsx",".tsx","64","1.69"
"tools\check-trusted-tester-pack.mjs",".mjs","64","2.31"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\schematicLayoutEngine.ts",".ts","63","1.51"
"archive\_wingman_backup_compare_filter_logic_guard_20260615-123108\src\main.tsx",".tsx","63","2.48"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorCompareDecision.failClosed.test.ts",".ts","63","1.77"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".ts","63","3.02"
"src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".ts","63","2.39"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorCompareDecision.failClosed.test.ts",".ts","63","1.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\schematicLayoutEngine.ts",".ts","63","1.51"
"src\wingman2\lib\competitorCompareDecision.failClosed.test.ts",".ts","63","1.77"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".ts","63","2.39"
"src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".ts","63","3.02"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".ts","63","3.02"
"src\wingman2\lib\schematic\schematicLayoutEngine.ts",".ts","63","1.51"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".ts","63","2.39"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.splitterFanOut.test.ts",".ts","63","3.02"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\schematicLayoutEngine.ts",".ts","63","1.51"
"archive\_wingman_backup_compare_start_reset_20260615-124430\src\main.tsx",".tsx","63","2.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorCompareDecision.failClosed.test.ts",".ts","63","1.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".ts","63","2.39"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".ts","62","3.06"
".wingman-work\backups\20260811-125346\src\wingman2\lib\adminProductOverrides.ts",".ts","62","2.43"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".ts","62","3.06"
"src\wingman2\lib\adminProductOverrides.ts",".ts","62","2.43"
"server\server\agents\guruAgent.mjs",".mjs","62","2.16"
"src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".ts","62","3.06"
".wingman-work\backups\20260811-125821\src\wingman2\lib\adminProductOverrides.ts",".ts","62","2.43"
".wingman-work\backups\20260811-125215\src\wingman2\lib\adminProductOverrides.ts",".ts","62","2.43"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormSkuBusinessStatus.test.ts",".ts","62","3.06"
"tools\check-compare-atlona-extender-gate.mjs",".mjs","62","1.45"
"archive\_wingman_backup_compare_run_action_guard_20260615-123854\src\main.tsx",".tsx","61","2.31"
"archive\_wingman_backup_compare_sku_filter_state_guard_20260615-122531\src\main.tsx",".tsx","61","2.35"
".wingman-backups\windows-chunk-budget-20260710-201640\check-vite-chunk-budget.mjs",".mjs","61","1.77"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productWorkspaceHandoff.ts",".ts","61","2.04"
"archive\backups\response-pack-product-schematic-context-2026-06-08_11-23-41\src\wingman2\data\productWorkspaceHandoff.ts",".ts","61","2.04"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanLanguageSelector.tsx",".tsx","61","1.84"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ComparisonMatrix.tsx",".tsx","60","1.71"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_tighter_density_20260630-141546\tools\check-dashboard-visual-correction.mjs",".mjs","60","1.9"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_specificity_lock_20260630-141804\tools\check-dashboard-visual-correction.mjs",".mjs","60","1.9"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\patch-final-text-hygiene-regexes.mjs",".mjs","60","1.89"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\AudienceAwareCoachingPanel.tsx",".tsx","60","1.8"
"tools\check-visual-design-native-output.mjs",".mjs","59","1.82"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_density_20260630-141138\tools\check-dashboard-visual-correction.mjs",".mjs","59","1.86"
"archive\_wingman_backup_actual_sku_alpha_filter_20260615-122021\src\main.tsx",".tsx","59","2.19"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_shared_ui_20260630-141354\tools\check-dashboard-visual-correction.mjs",".mjs","59","1.86"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\skuAliasResolver.ts",".ts","59","2.1"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_compact_shell_20260630-094748\tools\check-dashboard-visual-correction.mjs",".mjs","58","2.26"
".wingman-backups\dashboard-guru-20260712-092537\tools\check-dashboard-single-screen-layout.mjs",".mjs","58","2.03"
"reports\wingman-data-maintenance-report.json",".json","57","1.7"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".tsx","57","2.15"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".ts","57","2.08"
"src\wingman2\lib\wyrestormProductLifecycle.test.ts",".ts","57","2.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".ts","57","2.08"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".tsx","57","2.15"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\PageHero.tsx",".tsx","57","1.47"
"tools\check-wingman-data-sources.mjs",".mjs","57","1.84"
"src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".tsx","57","2.15"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".tsx","57","2.15"
"archive\_wingman_backup_compare_workflow_split_20260615-120833\src\main.tsx",".tsx","57","2.05"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".ts","57","2.08"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\layout\WingmanRouteTabs.tsx",".tsx","57","1.31"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\theme\wingmanVisualRouteFlags.ts",".ts","56","2.27"
"tools\wingman-feature-surface-policy.json",".json","56","1.25"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","56","1.31"
"src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","56","1.31"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","56","1.31"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","56","1.31"
"archive\_wingman_backup_compare_more_button_20260615-203726\main.tsx",".tsx","55","1.84"
"tools\check-sku-alias-resolver.mjs",".mjs","55","2.38"
"tools\start-wingman-dev.mjs",".mjs","55","1.62"
"archive\_wingman_backup_product_callcards_sticky_layout_20260615-113741\src\main.tsx",".tsx","55","1.9"
"archive\_wingman_backup_compare_native_ui_20260615-211613\main.tsx",".tsx","55","1.84"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_header_20260630-133036\tools\check-dashboard-visual-correction.mjs",".mjs","55","1.69"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\visualStudioTypes.ts",".ts","55","1.14"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134236\tools\check-dashboard-visual-correction.mjs",".mjs","54","1.71"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\requirementsParser.ts",".ts","54","2.91"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanWorkspacePage.tsx",".tsx","54","1.41"
"archive\_wingman_backup_compare_more_button_20260615-203436\main.tsx",".tsx","53","1.73"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\validationAgent.mjs",".mjs","53","1.63"
"archive\_wingman_backup_product_story_language_20260615-113106\src\main.tsx",".tsx","53","1.76"
"tools\check-product-classification.mjs",".mjs","53","1.94"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_density_20260630-140851\tools\check-dashboard-visual-correction.mjs",".mjs","53","1.53"
".wingman-backups\dashboard-guru-20260712-092949\tools\check-dashboard-visual-correction.mjs",".mjs","53","1.58"
"src\wingman2\data\schematicWorkspaceHandoff.ts",".ts","52","1.54"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_body_reset_20260630-133647\tools\check-dashboard-visual-correction.mjs",".mjs","52","1.65"
"archive\_wingman_backup_compare_result_layout_20260615-190524\main.tsx",".tsx","52","1.68"
".wingman-work\backups\20260811-125215\src\wingman2\data\schematicWorkspaceHandoff.ts",".ts","52","1.54"
".wingman-work\backups\20260811-125215\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".ts","52","2.93"
"archive\_wingman_backup_compare_visual_route_bridge_20260615-202629\main.tsx",".tsx","52","1.68"
"src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".ts","52","2.31"
"src\wingman2\types\productTruth.ts",".ts","52","3.59"
"src\wingman2\pages\catalogBrowserLifecycle.test.ts",".ts","52","2.93"
"tools\check-call-cards-focused-workflow.mjs",".mjs","52","1.69"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".ts","52","2.31"
".wingman-work\backups\20260811-125346\src\wingman2\data\schematicWorkspaceHandoff.ts",".ts","52","1.54"
".wingman-work\backups\20260811-125821\src\wingman2\data\schematicWorkspaceHandoff.ts",".ts","52","1.54"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\DiscoverySummaryCard.tsx",".tsx","52","1.95"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".ts","52","2.31"
".wingman-work\backups\20260811-125821\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".ts","52","2.93"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".ts","52","2.31"
"src\wingman2\pages\discovery\DiscoverySummaryCard.tsx",".tsx","52","1.95"
"src\main.tsx",".tsx","52","1.92"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\DiscoverySummaryCard.tsx",".tsx","52","1.95"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\DiscoverySummaryCard.tsx",".tsx","52","1.95"
".wingman-work\backups\20260811-125346\src\wingman2\pages\catalogBrowserLifecycle.test.ts",".ts","52","2.93"
"archive\_wingman_backup_compare_result_styling_20260615-185918\main.tsx",".tsx","52","1.68"
"archive\_wingman_backup_guru_movable_20260614-050939\src\main.tsx",".tsx","51","1.63"
"archive\_wingman_backup_restore_sweeping_guru_20260614-064242\src\main.tsx",".tsx","51","1.63"
"archive\_wingman_backup_alpha_numeric_filter_20260615-111554\src\main.tsx",".tsx","51","1.63"
"data\wingman-quote-safety-rules.json",".json","51","2.52"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134327\tools\check-dashboard-visual-correction.mjs",".mjs","51","1.71"
".wingman-work\backups\20260811-125215\src\wingman2\lib\salesConversationTone.test.ts",".ts","51","1.67"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_shared_css_20260630-134642\tools\check-dashboard-visual-correction.mjs",".mjs","51","1.71"
".wingman-work\backups\20260811-125346\src\wingman2\lib\salesConversationTone.test.ts",".ts","51","1.67"
"archive\_wingman_backup_compare_sku_auto_advance_20260615-185550\main.tsx",".tsx","51","1.63"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\layout\WingmanRouteTabs.tsx",".tsx","51","0.99"
"src\wingman2\lib\salesConversationTone.test.ts",".ts","51","1.67"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\main.tsx",".tsx","51","1.63"
".wingman-work\backups\20260811-125821\src\wingman2\lib\salesConversationTone.test.ts",".ts","51","1.67"
"archive\_wingman_backup_guru_repair_20260614-051054\src\main.tsx",".tsx","51","1.63"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_main.tsx",".tsx","51","1.63"
".wingman-work\backups\20260811-125346\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".ts","50","2.24"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\intelligenceDraftApi.ts",".ts","50","1.85"
"src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".ts","50","2.24"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\discoveryAgent.mjs",".mjs","50","1.49"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\proposalSafetyStandard.ts",".ts","50","1.91"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ProductInSituDiagram.tsx",".tsx","50","1.62"
".wingman-work\backups\20260811-125821\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".ts","50","2.24"
".wingman-work\backups\20260811-125215\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".ts","50","2.24"
".wingman-backups\verified-proposal-templates-20260710-200928\manifest.json",".json","50","1.8"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardTypes.ts",".ts","49","1.12"
"src\wingman2\lib\productCallCardTypes.ts",".ts","49","1.12"
".wingman-work\backups\20260811-125821\src\main.tsx",".tsx","49","1.77"
"archive\_wingman_backup_restore_global_guru_20260614-064442\src\main.tsx",".tsx","49","1.55"
"tools\check-wingman-page-frames.mjs",".mjs","49","1.29"
"archive\_wingman_backup_guru_20260614-050537\src\main.tsx",".tsx","49","1.55"
".wingman-work\backups\20260811-125346\src\main.tsx",".tsx","49","1.77"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardTypes.ts",".ts","49","1.12"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardTypes.ts",".ts","49","1.12"
".wingman-work\backups\20260811-125215\src\main.tsx",".tsx","49","1.77"
".wingman-work\backups\20260811-125346\src\wingman2\components\StatusChip.tsx",".tsx","48","1.23"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\templatesRectCards.ts",".ts","48","1.79"
".wingman-work\backups\20260811-125215\src\__tests__\guruDrawerUiContract.test.ts",".ts","48","2.03"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_component_rewrite_20260630-090504\tools\check-dashboard-visual-correction.mjs",".mjs","48","1.85"
".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.errorHandling.test.tsx",".tsx","48","1.87"
"src\__tests__\guruDrawerUiContract.test.ts",".ts","48","2.03"
"src\wingman2\components\StatusChip.tsx",".tsx","48","1.23"
".wingman-work\backups\20260811-125346\src\__tests__\guruDrawerUiContract.test.ts",".ts","48","2.03"
"tools\check-matrix-output-model.mjs",".mjs","48","1.75"
".wingman-work\backups\20260811-125215\src\wingman2\components\StatusChip.tsx",".tsx","48","1.23"
".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.errorHandling.test.tsx",".tsx","48","1.87"
".wingman-work\backups\20260811-125821\src\wingman2\components\StatusChip.tsx",".tsx","48","1.23"
".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.errorHandling.test.tsx",".tsx","48","1.87"
"src\wingman2\pages\IngestPage.errorHandling.test.tsx",".tsx","48","1.87"
".wingman-work\backups\20260811-125821\src\__tests__\guruDrawerUiContract.test.ts",".ts","48","2.03"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\schemas\validation.schema.mjs",".mjs","48","1.48"
".wingman-work\backups\20260811-125821\src\wingman2\lib\glossaryHighlightPreference.ts",".ts","47","1.68"
"src\wingman2\lib\glossaryHighlightPreference.ts",".ts","47","1.68"
".wingman-work\backups\20260811-125215\src\wingman2\lib\glossaryHighlightPreference.ts",".ts","47","1.68"
"tools\check-call-coach-no-call-cards-loop.mjs",".mjs","47","1.26"
".wingman-work\backups\20260811-125346\src\wingman2\lib\glossaryHighlightPreference.ts",".ts","47","1.68"
"tools\product-data-doctor.mjs",".mjs","47","2.27"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentExtract.xlsx.test.ts",".ts","46","2.08"
"src\wingman2\lib\documentExtract.xlsx.test.ts",".ts","46","2.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentExtract.xlsx.test.ts",".ts","46","2.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentExtract.xlsx.test.ts",".ts","46","2.08"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","45","1.14"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsShell.tsx",".tsx","45","1.43"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.mediaIndex.test.ts",".ts","45","1.79"
"src\wingman2\lib\compareSpecEngine.mediaIndex.test.ts",".ts","45","1.79"
"src\wingman2\app\wingmanDisplayScaleGuard.ts",".ts","45","1.18"
".wingman-work\backups\20260811-125215\src\wingman2\app\wingmanDisplayScaleGuard.ts",".ts","45","1.18"
"tools\check-product-media-index.mjs",".mjs","45","1.79"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.mediaIndex.test.ts",".ts","45","1.79"
"archive\_wingman_backup_compare_ui_polish_20260613-204505\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","45","1.14"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_components_compare_CompareBackToListButton.tsx",".tsx","45","1.15"
".wingman-work\backups\20260811-125821\src\wingman2\app\wingmanDisplayScaleGuard.ts",".ts","45","1.18"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.mediaIndex.test.ts",".ts","45","1.79"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\proposalAgent.mjs",".mjs","45","1.45"
".wingman-work\backups\20260811-125346\src\wingman2\app\wingmanDisplayScaleGuard.ts",".ts","45","1.18"
"src\__tests__\finderProductFamilyRanking.test.ts",".ts","44","1.21"
".wingman-work\backups\20260811-125821\src\__tests__\discoveryStageStates.test.tsx",".tsx","44","1.62"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareResolution.ts",".ts","44","2.25"
".wingman-work\backups\20260811-125821\src\__tests__\finderProductFamilyRanking.test.ts",".ts","44","1.21"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\__tests__\finderProductFamilyRanking.test.ts",".ts","44","1.21"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\AudienceSelector.tsx",".tsx","44","1.46"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareResolution.ts",".ts","44","2.25"
".wingman-work\backups\20260811-125346\src\__tests__\finderProductFamilyRanking.test.ts",".ts","44","1.21"
".wingman-work\backups\20260811-125346\src\__tests__\discoveryStageStates.test.tsx",".tsx","44","1.62"
".wingman-work\backups\20260811-125215\src\__tests__\finderProductFamilyRanking.test.ts",".ts","44","1.21"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareResolution.ts",".ts","44","2.25"
"src\wingman2\lib\compareResolution.ts",".ts","44","2.25"
"reports\wyrestorm-port-count-repair.json",".json","44","1.1"
"src\__tests__\discoveryStageStates.test.tsx",".tsx","44","1.62"
".wingman-backups\app-style-package-repair-20260710-213752\update-package-style-check.cjs",".cjs","44","1.01"
".wingman-backups\app-style-package-repair-20260710-214228\update-package-style-check.cjs",".cjs","44","1.01"
".wingman-work\backups\20260811-125215\src\__tests__\discoveryStageStates.test.tsx",".tsx","44","1.62"
".wingman-backups\dashboard-guru-20260712-092537\tools\check-dashboard-original-card-layout.mjs",".mjs","43","1.51"
".wingman-backups\dashboard-guru-20260712-092949\tools\check-dashboard-original-card-layout.mjs",".mjs","43","1.27"
"src\wingman2\lib\productAssurance.test.ts",".ts","43","1.65"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productAssurance.test.ts",".ts","43","1.65"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productAssurance.test.ts",".ts","43","1.65"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\competitorMatchAgent.mjs",".mjs","43","1.41"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productAssurance.test.ts",".ts","43","1.65"
"data\wyrestorm-lifecycle-manual-decisions.json",".json","43","1.06"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\schematicWorkspaceHandoff.ts",".ts","43","1.48"
".wingman-work\backups\20260811-125346\src\wingman2\lib\templateMarkets.ts",".ts","42","1.26"
"src\wingman2\lib\roomTemplatePlaceholders.test.ts",".ts","42","2.12"
".wingman-work\backups\20260811-125215\src\wingman2\lib\templateMarkets.ts",".ts","42","1.26"
"tools\check-wingman-performance-guard.mjs",".mjs","42","1.8"
".wingman-work\backups\20260811-125821\src\wingman2\lib\templateMarkets.ts",".ts","42","1.26"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".ts","42","2.12"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".ts","42","2.12"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".ts","42","2.12"
"src\wingman2\lib\templateMarkets.ts",".ts","42","1.26"
