"Path","Extension","Lines","KB"
"archive\_wingman_backup_fix_shortlist_type_fields_20260613-203003\src\wingman2\lib\compareFeatureMatrix.ts",".ts","779","25.18"
"archive\_wingman_backup_fix_malformed_wyrestorm_value_20260613-202907\src\wingman2\lib\compareFeatureMatrix.ts",".ts","779","25.18"
"archive\_wingman_backup_fix_compare_shortlist_row_shape_20260613-202728\src\wingman2\lib\compareFeatureMatrix.ts",".ts","777","25.08"
"archive\_wingman_backup_compare_runtime_fix_20260614-073525\compareEngineScoring.ts",".ts","773","26.23"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\diagramTemplates.ts",".ts","770","37.97"
"archive\_wingman_backup_known_compare_profile_override_20260614-142640\ComparePageNew.tsx",".tsx","759","24.64"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_body_reset_20260630-133647\src\wingman2\styles\wingman-redesign-theme.css",".css","756","23.6"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\ProposalPage.tsx",".tsx","756","32.43"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\ProposalPage.tsx",".tsx","756","30.74"
"archive\_wingman_backup_known_compare_profiles_20260614-132943\ComparePageNew.tsx",".tsx","755","24.56"
"archive\_wingman_backup_compare_v5_ranking_fix_20260614-103952\ComparePageNew.tsx",".tsx","755","26.8"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ComparePage.tsx",".tsx","750","22.42"
"archive\_wingman_backup_compare_engine_eligibility_20260614-132236\ComparePageNew.tsx",".tsx","749","24.33"
"archive\_wingman_backup_compare_workflow_markers_20260614-124559\ComparePageNew.tsx",".tsx","742","24.2"
"archive\repo-cleanup-20260709-050830\src-legacy\src\_legacy-unused\SourceDeviceCollator.css",".css","741","15.49"
"tools\repair-product-call-card-practical-copy.mjs",".mjs","738","52.42"
"archive\_wingman_backup_discovery_guidance_commit_20260614-204418\DiscoveryPage.tsx",".tsx","737","23.03"
"archive\_wingman_backup_discovery_readiness_marker_20260614-204208\DiscoveryPage.tsx",".tsx","737","23.03"
"archive\_wingman_backup_discovery_strategy_fix_20260614-204612\DiscoveryPage.tsx",".tsx","737","23.03"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\competitorMatchEngine.ts",".ts","736","26.4"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productClassification.ts",".ts","736","35.1"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productClassification.ts",".ts","736","35.1"
"src\wingman2\lib\productClassification.ts",".ts","736","35.1"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\compareEligibilityEngine.ts",".ts","736","30.67"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productClassification.ts",".ts","736","35.1"
"archive\_wingman_backup_compare_usecallback_handlers_20260614-123454\ComparePageNew.tsx",".tsx","734","24.01"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\compareEngineModel.ts",".ts","729","18.2"
"archive\_wingman_backup_compare_decision_workflow_20260614-124400\ComparePageNew.tsx",".tsx","728","23.79"
".wingman-work\backups\20260811-125215\src\wingman2\lib\avDecisionEvidence.ts",".ts","725","30.29"
".wingman-work\backups\20260811-125346\src\wingman2\lib\avDecisionEvidence.ts",".ts","725","30.29"
".wingman-work\backups\20260811-125821\src\wingman2\lib\avDecisionEvidence.ts",".ts","725","30.29"
"src\wingman2\lib\avDecisionEvidence.ts",".ts","725","30.29"
"tools\repair-routed-io-evidence.mjs",".mjs","723","18.46"
".wingman-work\backups\20260811-125215\src\wingman2\pages\RecommendationsPage.tsx",".tsx","721","26.04"
".wingman-work\backups\20260811-125821\src\wingman2\pages\RecommendationsPage.tsx",".tsx","721","26.04"
".wingman-work\backups\20260811-125346\src\wingman2\pages\RecommendationsPage.tsx",".tsx","721","26.04"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104203\IngestPage.tsx",".tsx","721","37.68"
"src\wingman2\pages\RecommendationsPage.tsx",".tsx","721","26.04"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104535\IngestPage.tsx",".tsx","721","37.68"
"archive\_wingman_backup_wire_local_competitor_lookup_20260613-215715\src\wingman2\pages\ComparePageNew.tsx",".tsx","714","24.6"
"archive\_wingman_backup_wire_existing_live_lookup_20260613-215549\src\wingman2\pages\ComparePageNew.tsx",".tsx","714","24.59"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_submit_20260704-205931\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","711","18.69"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_submit_20260704-205847\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","709","18.53"
"tools\audit-wingman-routing-pages.mjs",".mjs","708","19.21"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_ui_20260704T202143\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","705","18.42"
"archive\_wingman_backup_compare_candidate_gate_handlers_20260614-122857\ComparePageNew.tsx",".tsx","704","22.83"
"archive\_wingman_backup_compare_usecallback_handlers_20260614-123354\ComparePageNew.tsx",".tsx","704","22.83"
"archive\_wingman_backup_compare_handler_isolation_20260614-122454\ComparePageNew.tsx",".tsx","704","22.81"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134236\src\wingman2\styles\wingman-redesign-theme.css",".css","703","21.97"
"src\wingman2\lib\productSalesHelperCopy.ts",".ts","701","30.62"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productSalesHelperCopy.ts",".ts","701","30.62"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productSalesHelperCopy.ts",".ts","701","30.62"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productSalesHelperCopy.ts",".ts","701","30.62"
"archive\_wingman_backup_compare_hard_reset_20260614-103527\src\wingman2\pages\ComparePageNew.tsx",".tsx","694","25.39"
"tools\build-wingman-canonical-data.mjs",".mjs","694","23.93"
"archive\_wingman_backup_before_reversing_compare_ui_polish_20260613-204652\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","685","17.83"
"tools\enrich-product-call-cards-from-wyrestorm.mjs",".mjs","672","20.82"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_drift_repair_20260630-083220\src\wingman2\styles\wingman-redesign-theme.css",".css","672","23.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareEligibilityEngine.ts",".ts","656","27.18"
"archive\_wingman_backup_discovery_guidance_fix_20260614-202337\DiscoveryPage.tsx",".tsx","654","19.59"
"archive\_wingman_backup_speech_type_fix_20260614-201933\DiscoveryPage.tsx",".tsx","652","19.28"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\discovery\SourceDeviceCollator.css",".css","648","14.94"
"tools\repair-product-call-card-copy-technology-conflicts.mjs",".mjs","648","23.58"
"archive\backups\product-pitch-interpreted-workspace-2026-06-08_11-03-31\src\wingman2\pages\ProductPitchPage.tsx",".tsx","644","21.85"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_component_rewrite_20260630-090504\src\wingman2\styles\wingman-redesign-theme.css",".css","642","21.17"
"archive\_wingman_backup_compare_ui_polish_20260613-204505\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","629","15.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\compare\CompareCandidateShortlist.tsx",".tsx","629","15.88"
"archive\_wingman_backup_compare_engine_phase2_20260614-072919\src\wingman2\lib\compareEngineModel.ts",".ts","621","16.43"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_specificity_lock_20260630-141804\src\wingman2\styles\wingman-redesign-theme.css",".css","620","19.38"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_density_20260630-141138\src\wingman2\styles\wingman-redesign-theme.css",".css","612","19.1"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_tighter_density_20260630-141546\src\wingman2\styles\wingman-redesign-theme.css",".css","612","19.1"
".wingman-work\backups\20260811-125215\src\wingman2\lib\networkHdAvoipEquivalence.ts",".ts","608","22.54"
".wingman-work\backups\20260811-125821\src\wingman2\lib\networkHdAvoipEquivalence.ts",".ts","608","22.54"
"src\wingman2\lib\networkHdAvoipEquivalence.ts",".ts","608","22.54"
".wingman-work\backups\20260811-125346\src\wingman2\lib\networkHdAvoipEquivalence.ts",".ts","608","22.54"
"data\product-intelligence-drafts.json",".json","607","17.94"
"data\wyrestorm-product-update-candidates.json",".json","605","27.47"
"backups\avoip-data-20260713-193257\src\wingman2\lib\competitorCompareDecision.ts",".ts","604","21.89"
"archive\_backup_compare_eligibility_deterministic_20260613-182300\compareEligibilityEngine.ts",".ts","603","20.9"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.ts",".ts","601","25.65"
"src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.ts",".ts","601","25.65"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.ts",".ts","601","25.65"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentIngest\multiSkuCompetitorIngest.ts",".ts","601","25.65"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\domain\productMatching\featureFilters.ts",".ts","596","23.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\productMatching\featureFilters.ts",".ts","596","23.5"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\domain\productMatching\featureFilters.ts",".ts","596","23.5"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\productMatching\featureFilters.ts",".ts","596","23.5"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\discoveryAnswerMemory.ts",".ts","592","16.16"
"tools\import-wingman-source-pdfs.mjs",".mjs","588","23.1"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\store.ts",".ts","585","35.55"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProposalPage.tsx",".tsx","585","22.26"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ProductPositioningStatement.tsx",".tsx","584","15.91"
"archive\backups\response-pack-product-schematic-context-2026-06-08_11-23-41\src\wingman2\pages\ProposalPage.tsx",".tsx","583","22.15"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\productClassification.ts",".ts","582","31.47"
"tools\apply-avoip-data-governance.mjs",".mjs","575","22.01"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-reference-global.css",".css","574","15.01"
"src\wingman2\styles\wingman-reference-global.css",".css","574","15.01"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-reference-global.css",".css","574","15.01"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-reference-global.css",".css","574","15.01"
"public\product-call-card-accessory-language-audit.json",".json","572","35.5"
"archive\_wingman_backup_sales_helper_layout_20260614-093841\SalesHelperPage.tsx",".tsx","566","20.72"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\SalesHelperPage.tsx",".tsx","566","20.72"
"src\wingman2\lib\wingmanCoach.ts",".ts","566","23.02"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wingmanCoach.ts",".ts","566","23.02"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wingmanCoach.ts",".ts","566","23.02"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wingmanCoach.ts",".ts","566","23.02"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_shared_css_20260630-134642\src\wingman2\styles\wingman-redesign-theme.css",".css","561","18.03"
"archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeAdapter.ts",".ts","560","23.75"
"reports\compare-technology-coverage-audit.json",".json","558","19.37"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\ComparePageNew.tsx",".tsx","555","18.83"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormCompareProfile.ts",".ts","554","23.77"
"archive\backups\product-call-cards-phase1-2026-06-07-19-46-38\src\wingman2\pages\ProductCallCardsPage.tsx",".tsx","554","16.78"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormCompareProfile.ts",".ts","554","23.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormCompareProfile.ts",".ts","554","23.77"
"src\wingman2\lib\wyrestormCompareProfile.ts",".ts","554","23.77"
"archive\_backup_compare_eligibility_blockers_alias_20260613-184342\compareEligibilityEngine.ts",".ts","545","20.76"
"tools\audit-product-database-quality.mjs",".mjs","542","19.65"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_home_navhub_reset_20260630-134327\src\wingman2\styles\wingman-redesign-theme.css",".css","536","17.33"
".wingman-backups\verified-proposal-templates-20260710-200928\files\src\wingman2\pages\TemplateReviewPage.tsx",".tsx","533","24.29"
"archive\_backup_compare_eligibility_false_block_fix_20260613-182600\compareEligibilityEngine.ts",".ts","532","20.3"
".wingman-work\backups\20260811-125821\src\wingman2\lib\knownWyrestormCompareProfiles.ts",".ts","531","21.4"
".wingman-work\backups\20260811-125821\src\wingman2\pages\CatalogBrowserPage.tsx",".tsx","531","20.19"
".wingman-work\backups\20260811-125346\src\wingman2\lib\knownWyrestormCompareProfiles.ts",".ts","531","21.4"
"src\wingman2\pages\CatalogBrowserPage.tsx",".tsx","531","20.19"
".wingman-work\backups\20260811-125215\src\wingman2\lib\knownWyrestormCompareProfiles.ts",".ts","531","21.4"
".wingman-work\backups\20260811-125346\src\wingman2\pages\CatalogBrowserPage.tsx",".tsx","531","20.19"
"src\wingman2\lib\knownWyrestormCompareProfiles.ts",".ts","531","21.4"
".wingman-work\backups\20260811-125215\src\wingman2\pages\CatalogBrowserPage.tsx",".tsx","531","20.19"
"server\competitor\match-engine.mjs",".mjs","530","16.17"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\DashboardPage.tsx",".tsx","529","14.94"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_component_rewrite_20260630-090504\src\wingman2\pages\DashboardPage.tsx",".tsx","529","14.96"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\DashboardPage.tsx",".tsx","529","14.69"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_drift_repair_20260630-083220\src\wingman2\pages\DashboardPage.tsx",".tsx","529","14.94"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\avDecisionEvidence.ts",".ts","523","23.75"
"archive\_wingman_backup_product_suppression_fix_20260615-135005\tools\audit-compare-workflow-integrity.mjs",".mjs","522","16.86"
"src\wingman2\pages\ProfilePage.tsx",".tsx","518","18.08"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProfilePage.tsx",".tsx","518","18.08"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProfilePage.tsx",".tsx","518","18.08"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProfilePage.tsx",".tsx","518","18.08"
"data\wingman-real-av-scenarios.json",".json","516","35.34"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_visual_pass_20260630-082939\src\wingman2\styles\wingman-redesign-theme.css",".css","511","16.63"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_navhub_density_20260630-140851\src\wingman2\styles\wingman-redesign-theme.css",".css","511","16.64"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioProductConnection.ts",".ts","507","17.67"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioProductConnection.ts",".ts","507","17.67"
"src\wingman2\lib\visualStudioProductConnection.ts",".ts","507","17.67"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioProductConnection.ts",".ts","507","17.67"
"src\wingman2\lib\schematic\wingmanSchematicEngine.ts",".ts","505","15.99"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\wingmanSchematicEngine.ts",".ts","505","15.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\wingmanSchematicEngine.ts",".ts","505","15.99"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\wingmanSchematicEngine.ts",".ts","505","15.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\knownCompareProfiles.ts",".ts","503","21.67"
"src\wingman2\lib\knownCompareProfiles.ts",".ts","503","21.67"
".wingman-work\backups\20260811-125215\src\wingman2\lib\knownCompareProfiles.ts",".ts","503","21.67"
".wingman-work\backups\20260811-125821\src\wingman2\lib\knownCompareProfiles.ts",".ts","503","21.67"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\styles\wingman-discovery-builder-layout.css",".css","500","16.3"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProductPitchPage.tsx",".tsx","499","19.67"
"archive\_wingman_backup_fix_product_pitch_import_20260613-202431\src\wingman2\pages\ProductPitchPage.tsx",".tsx","499","19.66"
"archive\_wingman_backup_compare_shortlist_20260613-202323\src\wingman2\pages\ProductPitchPage.tsx",".tsx","497","19.53"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\wingmanCoach.ts",".ts","496","21.23"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\TemplatesPage.tsx",".tsx","495","21.77"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\TemplatesPage.tsx",".tsx","495","21.94"
"tools\draft-technical-profiles-batch4.mjs",".mjs","495","27.32"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productSelectorEngine.ts",".ts","493","17.29"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productSelectorEngine.ts",".ts","493","17.29"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productSelectorEngine.ts",".ts","493","17.29"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\productMatching\featureFilters.ts",".ts","493","22.53"
"src\wingman2\lib\productSelectorEngine.ts",".ts","493","17.29"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\domain\productMatching\featureFilters.ts",".ts","493","22.53"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\knownWyrestormCompareProfiles.ts",".ts","487","18.46"
"archive\backups\product-pitch-two-stage-spec-2026-06-08_10-34-52\src\wingman2\pages\ProductPitchPage.tsx",".tsx","485","22.46"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\compare\CompactCompareMatrix.tsx",".tsx","484","20.64"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx",".tsx","478","15.09"
"archive\_wingman_backup_compare_simple_summary_20260615-194901\networkHdAvoipEquivalence.ts",".ts","472","19.7"
"archive\_wingman_backup_compare_simple_summary_20260615-195115\networkHdAvoipEquivalence.ts",".ts","472","19.38"
"archive\_wingman_backup_compare_text_card_repair_20260615-193859\networkHdAvoipEquivalence.ts",".ts","472","19.56"
"archive\_wingman_backup_encoding_repair_20260615-193640\networkHdAvoipEquivalence.ts",".ts","472","19.54"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\knownCompareProfiles.ts",".ts","470","20.45"
".wingman-work\backups\20260811-125346\src\wingman2\data\workflowHandoff.ts",".ts","468","18.76"
".wingman-work\backups\20260811-125821\src\wingman2\data\workflowHandoff.ts",".ts","468","18.76"
"src\wingman2\data\workflowHandoff.ts",".ts","468","18.76"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\TemplateReviewPage.tsx",".tsx","468","19.14"
".wingman-work\backups\20260811-125215\src\wingman2\data\workflowHandoff.ts",".ts","468","18.76"
"archive\_wingman_backup_sales_helper_direction_flow_20260614-095248\SalesHelperPage.tsx",".tsx","467","13.48"
".wingman-work\backups\20260811-125346\src\wingman2\logic\matrixOutputModel.ts",".ts","465","12.29"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\logic\matrixOutputModel.ts",".ts","465","12.29"
"src\wingman2\logic\matrixOutputModel.ts",".ts","465","12.29"
".wingman-work\backups\20260811-125215\src\wingman2\logic\matrixOutputModel.ts",".ts","465","12.29"
".wingman-work\backups\20260811-125821\src\wingman2\logic\matrixOutputModel.ts",".ts","465","12.29"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\lib\productSelectorEngine.ts",".ts","463","15.5"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\lib\productSelectorEngine.ts",".ts","463","15.5"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\competitorMatchEngine.test.ts",".ts","462","16.44"
"archive\_wingman_backup_compare_summary_copy_update_20260615-193518\networkHdAvoipEquivalence.ts",".ts","462","19.26"
".wingman-work\backups\20260811-125215\src\wingman2\lib\customRoomTemplates.ts",".ts","460","17.63"
"src\wingman2\lib\customRoomTemplates.ts",".ts","460","17.63"
".wingman-work\backups\20260811-125821\src\wingman2\lib\customRoomTemplates.ts",".ts","460","17.63"
".wingman-work\backups\20260811-125346\src\wingman2\lib\customRoomTemplates.ts",".ts","460","17.63"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
"archive\_wingman_backup_compare_role_gate_repair_20260615-192817\networkHdAvoipEquivalence.ts",".ts","458","19.17"
"src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\lib\proposalExport.ts",".ts","458","23.35"
"archive\_wingman_backup_compare_direct_workflow_refine_20260613-215256\src\wingman2\pages\ComparePageNew.tsx",".tsx","456","14.88"
"tools\generate-product-call-card-products.mjs",".mjs","455","9.65"
"reports\competitor-intelligence-audit.json",".json","454","8.63"
".wingman-backups\proposal-safety-sections-20260710-203309\proposalExport.ts",".ts","453","14.65"
".wingman-work\backups\20260811-125821\src\__tests__\documentExtract.test.ts",".ts","451","15.05"
".wingman-work\backups\20260811-125215\src\__tests__\documentExtract.test.ts",".ts","451","15.05"
".wingman-work\backups\20260811-125346\src\__tests__\documentExtract.test.ts",".ts","451","15.05"
"src\__tests__\documentExtract.test.ts",".ts","451","15.05"
".wingman-work\backups\20260811-125821\src\__tests__\productPitchWorkflowRendered.test.tsx",".tsx","449","18.26"
".wingman-work\backups\20260811-125215\src\__tests__\productPitchWorkflowRendered.test.tsx",".tsx","449","18.26"
"src\__tests__\productPitchWorkflowRendered.test.tsx",".tsx","449","18.26"
".wingman-work\backups\20260811-125346\src\__tests__\productPitchWorkflowRendered.test.tsx",".tsx","449","18.26"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\recommendationEvidence.ts",".ts","443","20.53"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\productCallCommercialOverrides.ts",".ts","443","38.8"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCommercialOverrides.ts",".ts","443","38.8"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCommercialOverrides.ts",".ts","443","38.8"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCommercialOverrides.ts",".ts","443","38.8"
"src\wingman2\lib\productCallCommercialOverrides.ts",".ts","443","38.8"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productPitchGuidance.ts",".ts","441","20.25"
"src\wingman2\lib\productPitchGuidance.ts",".ts","441","20.25"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productPitchGuidance.ts",".ts","441","20.25"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productPitchGuidance.ts",".ts","441","20.25"
".wingman-work\backups\20260811-125215\src\wingman2\data\usbTierRules.ts",".ts","439","14.47"
".wingman-work\backups\20260811-125821\src\wingman2\data\usbTierRules.ts",".ts","439","14.47"
".wingman-work\backups\20260811-125346\src\wingman2\data\usbTierRules.ts",".ts","439","14.47"
"src\wingman2\data\usbTierRules.ts",".ts","439","14.47"
"src\wingman2\layout\AppShell.tsx",".tsx","437","15.49"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\pages\productCallCards\store.ts",".ts","437","27.6"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productIntelligenceAdmin.ts",".ts","436","16.09"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\productCallCards\store.ts",".ts","435","27.45"
".wingman-work\backups\20260811-125215\src\__tests__\compareWorkflowRendered.test.tsx",".tsx","434","17.03"
".wingman-work\backups\20260811-125821\src\__tests__\compareWorkflowRendered.test.tsx",".tsx","434","17.03"
"src\__tests__\compareWorkflowRendered.test.tsx",".tsx","434","17.03"
".wingman-work\backups\20260811-125346\src\__tests__\compareWorkflowRendered.test.tsx",".tsx","434","17.03"
"tools\check-wingman-recommendation-scenarios.mjs",".mjs","432","10.61"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\usbTierRules.ts",".ts","432","13.41"
"archive\backups\product-pitch-tabbed-workspace-2026-06-08_10-49-57\src\wingman2\pages\ProductPitchPage.tsx",".tsx","431","17.49"
"data\catalog\wyrestorm-catalog.phase1.json",".json","430","9.19"
"archive\_wingman_backup_compare_role_gate_20260615-192600\networkHdAvoipEquivalence.ts",".ts","430","18.54"
"reports\product-database-quality-audit.json",".json","429","11.12"
".wingman-work\backups\20260811-125215\src\__tests__\competitorMatchEngine.test.ts",".ts","426","14.85"
".wingman-work\backups\20260811-125346\src\__tests__\competitorMatchEngine.test.ts",".ts","426","14.85"
"src\__tests__\competitorMatchEngine.test.ts",".ts","426","14.85"
"archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\lib\competitorCompareDecision.ts",".ts","426","17.22"
".wingman-work\backups\20260811-125821\src\__tests__\competitorMatchEngine.test.ts",".ts","426","14.85"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\competitorCompareDecision.ts",".ts","426","17.22"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx",".tsx","425","12.49"
"archive\_wingman_backup_compare_match_presentation_20260615-124852\src\wingman2\components\workflow\CompareRunActionGuard.tsx",".tsx","423","13.37"
"server\server\agents\lib\mockDerivations.mjs",".mjs","422","17.95"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalWizard.ts",".ts","420","13.74"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalWizard.ts",".ts","420","13.74"
"src\wingman2\lib\proposalWizard.ts",".ts","420","13.74"
